frame_id,timestamp,x,y
0,0.0,1022,115
1,0.03320789337158203,1010,99
2,0.06660580635070801,998,83
3,0.10032272338867188,986,67
4,0.13346266746520996,974,51
5,0.1673598289489746,962,35
6,0.2017045021057129,950,19
7,0.23543429374694824,938,3
8,0.26991844177246094,926,19
9,0.3033130168914795,914,35
10,0.3366715908050537,902,51
11,0.37082934379577637,890,67
12,0.4056103229522705,878,83
13,0.4394340515136719,866,99
14,0.47271275520324707,854,115
15,0.5065889358520508,842,131
16,0.5401995182037354,830,147
17,0.5734217166900635,818,163
18,0.6074273586273193,806,179
19,0.6419599056243896,794,195
20,0.6747152805328369,782,211
21,0.7083382606506348,770,227
22,0.7415626049041748,758,243
23,0.7747635841369629,746,259
24,0.8086869716644287,734,275
25,0.8418610095977783,722,291
26,0.8754613399505615,710,307
27,0.9101603031158447,698,323
28,0.9432210922241211,686,339
29,0.9763238430023193,674,355
30,1.0105886459350586,662,371
31,1.0447983741760254,650,387
32,1.0780069828033447,638,403
33,1.1111156940460205,626,419
34,1.144439458847046,614,435
35,1.1787223815917969,602,451
36,1.2116763591766357,590,467
37,1.2454917430877686,578,483
38,1.2785148620605469,566,499
39,1.3123526573181152,554,515
40,1.3461039066314697,542,531
41,1.3789899349212646,530,547
42,1.4120666980743408,518,563
43,1.445739507675171,506,579
44,1.4793422222137451,494,595
45,1.512242078781128,482,611
46,1.5464847087860107,470,627
47,1.580570936203003,458,643
48,1.614182949066162,446,659
49,1.6474180221557617,434,675
50,1.681614637374878,422,691
51,1.7144904136657715,410,707
52,1.7478764057159424,398,723
53,1.7818007469177246,386,739
54,1.815474510192871,374,755
55,1.8494164943695068,363,771
56,1.883460521697998,351,787
57,1.9175305366516113,339,803
58,1.9514133930206299,327,819
59,1.9859282970428467,315,835
60,2.019794464111328,303,851
61,2.053490161895752,291,867
62,2.087484836578369,279,883
63,2.121333360671997,267,899
64,2.1685431003570557,255,915
65,2.2036404609680176,243,931
66,2.2377970218658447,231,947
67,2.271024227142334,219,963
68,2.3039190769195557,207,979
69,2.3378684520721436,195,995
70,2.3716118335723877,183,1011
71,2.405728816986084,171,1027
72,2.438872814178467,159,1043
73,2.473417043685913,147,1059
74,2.5079257488250732,135,1075
75,2.5409860610961914,123,1059
76,2.574846029281616,111,1043
77,2.6080126762390137,99,1027
78,2.641096353530884,87,1011
79,2.673877477645874,75,995
80,2.7084522247314453,63,979
81,2.7423436641693115,51,963
82,2.7754769325256348,39,947
83,2.8188791275024414,27,931
84,2.869363307952881,15,915
85,2.903550863265991,27,899
86,2.9376511573791504,39,883
87,2.970900535583496,51,867
88,3.004577875137329,63,851
89,3.0382237434387207,75,835
90,3.071201801300049,87,819
91,3.1042075157165527,99,803
92,3.1370527744293213,111,787
93,3.170564651489258,123,771
94,3.204054117202759,135,755
95,3.237755060195923,147,739
96,3.271127700805664,159,723
97,3.304933547973633,171,707
98,3.3384957313537598,183,691
99,3.372154712677002,195,675
100,3.405810594558716,207,659
101,3.438894510269165,219,643
102,3.4721899032592773,231,627
103,3.5052950382232666,243,611
104,3.5383081436157227,255,595
105,3.572510004043579,267,579
106,3.606553316116333,279,563
107,3.6404237747192383,291,547
108,3.67391037940979,303,531
109,3.707376003265381,315,515
110,3.7411532402038574,327,499
111,3.7748303413391113,339,483
112,3.809018611907959,351,467
113,3.842158079147339,363,451
114,3.8747830390930176,374,435
115,3.909071683883667,386,419
116,3.9419476985931396,398,403
117,3.975630521774292,410,387
118,4.008963108062744,422,371
119,4.042103052139282,434,355
120,4.0757575035095215,446,339
121,4.109409332275391,458,323
122,4.14331579208374,470,307
123,4.1756956577301025,482,291
124,4.209335088729858,494,275
125,4.243513345718384,506,259
126,4.278039455413818,518,243
127,4.313108444213867,530,227
128,4.346513271331787,542,211
129,4.380152225494385,554,195
130,4.413320064544678,566,179
131,4.446513414382935,578,163
132,4.480942726135254,590,147
133,4.514115810394287,602,131
134,4.547542333602905,614,115
135,4.58165979385376,626,99
136,4.615782022476196,638,83
137,4.649267673492432,650,67
138,4.681854009628296,662,51
139,4.715833425521851,674,35
140,4.7490386962890625,686,19
141,4.781707525253296,698,3
142,4.814859867095947,710,19
143,4.84874415397644,722,35
144,4.8820226192474365,734,51
145,4.915662050247192,746,67
146,4.9492716789245605,758,83
147,4.981906175613403,770,99
148,5.015609502792358,782,115
149,5.049145460128784,794,131
150,5.082167863845825,806,147
151,5.115515470504761,818,163
152,5.1491148471832275,830,179
153,5.1823039054870605,842,195
154,5.215939521789551,854,211
155,5.249073028564453,866,227
156,5.282115459442139,878,243
157,5.315866708755493,890,259
158,5.35002875328064,902,275
159,5.382924318313599,914,291
160,5.416603326797485,926,307
161,5.4502551555633545,938,323
162,5.483068466186523,950,339
163,5.5170207023620605,962,355
164,5.5504021644592285,974,371
165,5.58368992805481,986,387
166,5.622574806213379,998,403
167,5.657052040100098,1010,419
168,5.689526319503784,1022,435
169,5.722757816314697,1034,451
170,5.756872892379761,1046,467
171,5.800705909729004,1058,483
172,5.8358166217803955,1070,499
173,5.8692402839660645,1082,515
174,5.902111291885376,1093,531
175,5.935448884963989,1105,547
176,5.968560695648193,1117,563
177,6.00299072265625,1129,579
178,6.036869525909424,1141,595
179,6.070693016052246,1153,611
180,6.104320287704468,1165,627
181,6.1374900341033936,1177,643
182,6.171626329421997,1189,659
183,6.205430269241333,1201,675
184,6.239309787750244,1213,691
185,6.272585153579712,1225,707
186,6.30574893951416,1237,723
187,6.33992075920105,1249,739
188,6.3725197315216064,1261,755
189,6.40651798248291,1273,771
190,6.4409990310668945,1285,787
191,6.473676919937134,1297,803
